Date,EUNL.DE
2024-06-17,94.07599639892578
2024-06-18,94.62000274658203
2024-06-19,94.72799682617188
2024-06-20,95.11199951171875
2024-06-21,94.78600311279297
2024-06-24,94.94400024414062
2024-06-25,94.85800170898438
2024-06-26,94.87799835205078
2024-06-27,94.802001953125
2024-06-28,95.18599700927734
2024-07-01,94.65399932861328
2024-07-02,94.83000183105469
2024-07-03,95.09600067138672
2024-07-04,95.2979965209961
2024-07-05,95.32599639892578
2024-07-08,95.50800323486328
2024-07-09,95.64600372314453
2024-07-10,96.02200317382812
2024-07-11,95.86399841308594
2024-07-12,96.34400177001953
2024-07-15,96.36000061035156
2024-07-16,96.48799896240234
2024-07-17,95.48600006103516
2024-07-18,94.93599700927734
2024-07-19,94.33000183105469
2024-07-22,94.78399658203125
2024-07-23,95.67400360107422
2024-07-24,94.03800201416016
2024-07-25,93.552001953125
2024-07-26,93.72200012207031
2024-07-29,93.9219970703125
2024-07-30,93.96199798583984
2024-07-31,95.3740005493164
2024-08-01,94.38600158691406
2024-08-02,90.7040023803711
2024-08-05,88.63400268554688
2024-08-06,89.3280029296875
2024-08-07,90.66999816894531
2024-08-08,90.64399719238281
2024-08-09,91.00399780273438
2024-08-12,91.16799926757812
2024-08-13,92.0719985961914
2024-08-14,92.30599975585938
2024-08-15,93.91799926757812
2024-08-16,94.052001953125
2024-08-19,94.2959976196289
2024-08-20,94.10199737548828
2024-08-21,94.18399810791016
2024-08-22,94.3479995727539
2024-08-23,94.36599731445312
2024-08-26,94.33000183105469
2024-08-27,94.38800048828125
2024-08-28,94.37000274658203
2024-08-29,95.44200134277344
2024-08-30,95.13200378417969
2024-09-02,95.69999694824219
2024-09-03,94.77999877929688
2024-09-04,93.63200378417969
2024-09-05,93.03199768066406
2024-09-06,91.76599884033203
2024-09-09,92.83999633789062
2024-09-10,93.01200103759766
2024-09-11,92.58799743652344
2024-09-12,94.302001953125
2024-09-13,94.98600006103516
2024-09-16,94.5459976196289
2024-09-17,95.14800262451172
2024-09-18,94.64600372314453
2024-09-19,95.99600219726562
2024-09-20,95.35800170898438
2024-09-23,96.02400207519531
2024-09-24,96.05799865722656
2024-09-25,96.08200073242188
2024-09-26,96.30799865722656
2024-09-27,96.66200256347656
2024-09-30,96.39600372314453
2024-10-01,96.58999633789062
2024-10-02,96.91200256347656
2024-10-03,96.70600128173828
2024-10-04,97.2979965209961
2024-10-07,97.59200286865234
2024-10-08,97.50599670410156
2024-10-09,98.29199981689453
2024-10-10,98.4520034790039
2024-10-11,98.81999969482422
2024-10-14,99.63400268554688
2024-10-15,99.40599822998047
2024-10-16,99.35399627685547
2024-10-17,100.2249984741211
2024-10-18,100.12000274658203
2024-10-21,99.73200225830078
2024-10-22,99.86199951171875
2024-10-23,99.53199768066406
2024-10-24,99.39199829101562
2024-10-25,99.73999786376953
2024-10-28,99.68000030517578
2024-10-29,99.76000213623047
2024-10-30,99.26200103759766
2024-10-31,97.5719985961914
2024-11-01,98.29399871826172
2024-11-04,97.4800033569336
2024-11-05,97.95800018310547
2024-11-06,101.0250015258789
2024-11-07,101.625
2024-11-08,102.3550033569336
2024-11-11,103.49500274658203
2024-11-12,103.13999938964844
2024-11-13,103.5250015258789
2024-11-14,103.42500305175781
2024-11-15,102.07499694824219
2024-11-18,102.3949966430664
2024-11-19,102.30000305175781
2024-11-20,102.36000061035156
2024-11-21,103.66000366210938
2024-11-22,104.9000015258789
2024-11-25,104.6449966430664
2024-11-26,104.80999755859375
2024-11-27,103.94000244140625
2024-11-28,104.43000030517578
2024-11-29,104.80500030517578
2024-12-02,105.70500183105469
2024-12-03,105.62999725341797
2024-12-04,105.9749984741211
2024-12-05,105.84500122070312
2024-12-06,105.8949966430664
2024-12-09,105.55000305175781
2024-12-10,105.75499725341797
2024-12-11,106.37000274658203
2024-12-12,106.1050033569336
2024-12-13,105.59500122070312
2024-12-16,105.79000091552734
2024-12-17,105.48500061035156
2024-12-18,105.68499755859375
2024-12-19,104.00499725341797
2024-12-20,104.23999786376953
2024-12-23,104.0
2024-12-24,
2024-12-27,104.55999755859375
2024-12-30,103.58999633789062
2024-12-31,
2025-01-02,105.36499786376953
2025-01-03,105.16999816894531
2025-01-06,105.76000213623047
2025-01-07,105.00499725341797
2025-01-08,105.08000183105469
2025-01-09,105.18499755859375
2025-01-10,104.1449966430664
2025-01-13,104.01499938964844
2025-01-14,103.82499694824219
2025-01-15,105.45999908447266
2025-01-16,105.79000091552734
2025-01-17,106.70500183105469
2025-01-20,106.21499633789062
2025-01-21,106.27999877929688
2025-01-22,107.18499755859375
2025-01-23,107.31999969482422
2025-01-24,106.83999633789062
2025-01-27,105.1050033569336
2025-01-28,106.43499755859375
2025-01-29,106.82499694824219
2025-01-30,107.12000274658203
2025-01-31,108.18000030517578
2025-02-03,107.20500183105469
2025-02-04,107.19499969482422
2025-02-05,106.95500183105469
2025-02-06,108.13999938964844
2025-02-07,107.875
2025-02-10,108.55500030517578
2025-02-11,108.30000305175781
2025-02-12,107.55000305175781
2025-02-13,108.1050033569336
2025-02-14,107.87000274658203
2025-02-17,108.41500091552734
2025-02-18,108.4800033569336
2025-02-19,108.81500244140625
2025-02-20,107.73500061035156
2025-02-21,107.8499984741211
2025-02-24,106.68000030517578
2025-02-25,105.03500366210938
2025-02-26,106.38999938964844
2025-02-27,106.59500122070312
2025-02-28,105.5250015258789
2025-03-03,105.76499938964844
2025-03-04,102.33499908447266
2025-03-05,100.7750015258789
2025-03-06,100.9749984741211
2025-03-07,99.14800262451172
2025-03-10,98.37999725341797
2025-03-11,96.4540023803711
2025-03-12,97.43199920654297
2025-03-13,96.76399993896484
2025-03-14,97.88200378417969
2025-03-17,98.25199890136719
2025-03-18,97.85199737548828
2025-03-19,98.86799621582031
2025-03-20,99.22799682617188
2025-03-21,98.90799713134766
2025-03-24,100.68000030517578
2025-03-25,100.86499786376953
2025-03-26,100.38500213623047
2025-03-27,99.93599700927734
2025-03-28,97.81999969482422
2025-03-31,97.1780014038086
2025-04-01,98.33599853515625
2025-04-02,98.24400329589844
2025-04-03,93.41400146484375
2025-04-04,89.05000305175781
2025-04-07,86.69200134277344
2025-04-08,89.50800323486328
2025-04-09,85.17400360107422
2025-04-10,88.6240005493164
2025-04-11,87.8499984741211
2025-04-14,90.26200103759766
2025-04-15,91.21399688720703
2025-04-16,90.14600372314453
2025-04-17,89.2239990234375
2025-04-22,88.47799682617188
2025-04-23,91.12000274658203
2025-04-24,91.9520034790039
2025-04-25,92.35800170898438
2025-04-28,92.58999633789062
2025-04-29,93.04199981689453
2025-04-30,93.36000061035156
2025-05-01,
2025-05-02,95.64800262451172
2025-05-05,95.78199768066406
2025-05-06,95.27999877929688
2025-05-07,94.82599639892578
2025-05-08,96.36599731445312
2025-05-09,96.31800079345703
2025-05-12,99.48400115966797
2025-05-13,100.08999633789062
2025-05-14,99.84400177001953
2025-05-15,100.22000122070312
2025-05-16,100.95500183105469
2025-05-19,100.375
2025-05-20,100.61000061035156
2025-05-21,99.79199981689453
2025-05-22,99.06800079345703
2025-05-23,97.94999694824219
2025-05-26,98.89199829101562
2025-05-27,99.6520004272461
2025-05-28,99.73999786376953
2025-05-29,99.302001953125
2025-05-30,99.30799865722656
2025-06-02,98.87000274658203
2025-06-03,100.06500244140625
2025-06-04,100.08999633789062
2025-06-05,100.11499786376953
2025-06-06,100.5
2025-06-09,100.48999786376953
2025-06-10,100.48999786376953
2025-06-11,100.49500274658203
2025-06-12,99.5979995727539
2025-06-13,99.21199798583984
2025-06-16,99.5979995727539
2025-06-17,99.4020004272461
2025-06-18,99.33599853515625
2025-06-19,98.53600311279297
2025-06-20,98.8479995727539
2025-06-23,98.6240005493164
2025-06-24,99.55599975585938
2025-06-25,99.43800354003906
2025-06-26,99.54000091552734
2025-06-27,100.375
2025-06-30,100.15499877929688
2025-07-01,99.96600341796875
2025-07-02,100.23999786376953
2025-07-03,101.2300033569336
2025-07-04,100.55999755859375
2025-07-07,100.88500213623047
2025-07-08,100.91500091552734
2025-07-09,101.25
2025-07-10,101.9800033569336
2025-07-11,101.33499908447266
2025-07-14,101.4749984741211
2025-07-15,102.02999877929688
2025-07-16,100.48500061035156
2025-07-17,102.55500030517578
2025-07-18,102.20999908447266
2025-07-21,102.30999755859375
2025-07-22,101.62000274658203
2025-07-23,102.51000213623047
2025-07-24,102.7300033569336
2025-07-25,102.94499969482422
2025-07-28,103.82499694824219
2025-07-29,104.25499725341797
2025-07-30,104.74500274658203
2025-07-31,104.98999786376953
